aqi,so2,co,pm10,no2,o3(8h),pm25,Class
61,5,2,23,18,61,41,2
61,32,5,23,18,61,45,2
61,5,2,25,18,61,34,2
61,10,2,27,18,61,47,2
61,8,3,28,18,61,59,2
61,2,3,29,18,61,43,2
61,2,2,37,18,61,57,2
61,5,3,37,18,61,52,2
66,8,3,37,18,61,66,2
61,0,2,39,18,61,55,2
61,8,2,40,18,61,52,2
85,5,5,45,18,61,85,2
66,2,2,48,18,61,66,2
87,2,2,79,18,61,87,2
61,5,2,7,20,61,18,2
61,5,2,17,20,61,30,2
61,5,3,22,20,61,52,2
61,2,5,22,20,61,53,2
61,2,3,26,20,61,49,2
61,2,3,26,20,61,26,2
61,2,1,27,20,61,28,2
61,8,2,28,20,61,52,2
61,2,3,28,20,61,57,2
61,2,3,30,20,61,47,2
61,12,3,32,20,61,53,2
77,5,5,36,20,61,77,2
61,2,2,37,20,61,49,2
61,8,2,38,20,61,33,2
71,5,2,44,20,61,71,2
61,5,3,44,20,61,61,2
61,5,3,44,20,61,57,2
66,2,3,45,20,61,66,2
70,2,3,49,20,61,70,2
67,10,6,52,20,61,67,2
65,5,3,55,20,61,65,2
91,8,6,63,20,61,91,2
61,2,2,15,22,61,22,2
61,5,3,16,22,61,24,2
61,5,3,19,22,61,35,2
61,2,5,20,22,61,42,2
61,5,2,23,22,61,46,2
61,8,2,23,22,61,33,2
61,5,2,26,22,61,54,2
61,8,3,28,22,61,38,2
61,5,5,28,22,61,61,2
61,5,2,34,22,61,48,2
69,20,3,36,22,61,69,2
65,5,3,37,22,61,65,2
80,8,5,38,22,61,80,2
63,8,3,39,22,61,63,2
74,2,5,39,22,61,74,2
67,2,5,43,22,61,67,2
64,8,5,48,22,61,64,2
61,2,2,51,22,61,39,2
77,5,3,53,22,61,77,2
120,5,6,53,22,61,120,3
61,10,3,60,22,61,53,2
76,5,5,62,22,61,76,2
105,5,3,79,22,61,105,3
61,8,2,23,23,61,33,2
61,5,3,24,23,61,48,2
61,5,3,24,23,61,45,2
61,2,5,24,23,61,52,2
61,5,3,25,23,61,34,2
61,8,3,26,23,61,44,2
64,8,5,27,23,61,64,2
61,2,2,28,23,61,43,2
61,2,3,29,23,61,58,2
61,2,3,36,23,61,59,2
69,5,3,38,23,61,69,2
67,8,5,39,23,61,67,2
80,8,5,40,23,61,80,2
74,5,5,41,23,61,74,2
61,5,2,42,23,61,49,2
82,5,5,43,23,61,82,2
61,2,2,47,23,61,49,2
67,20,2,48,23,61,67,2
69,2,3,52,23,61,69,2
92,8,3,58,23,61,92,2
61,2,2,17,25,61,31,2
61,2,3,17,25,61,36,2
61,2,3,20,25,61,17,2
61,8,3,20,25,61,31,2
61,2,2,21,25,61,40,2
61,8,3,21,25,61,33,2
61,12,2,23,25,61,25,2
61,10,2,24,25,61,40,2
61,2,2,25,25,61,53,2
61,2,2,25,25,61,58,2
61,2,3,28,25,61,56,2
61,2,3,34,25,61,34,2
66,5,3,34,25,61,66,2
61,5,3,36,25,61,57,2
65,5,5,42,25,61,65,2
61,5,3,44,25,61,60,2
61,10,3,47,25,61,59,2
61,2,3,50,25,61,41,2
102,5,6,56,25,61,102,3
118,5,5,69,25,61,118,3
73,2,3,71,25,61,73,2
61,5,3,9,27,61,41,2
61,8,3,19,27,61,39,2
61,5,3,23,27,61,35,2
62,2,3,27,27,61,62,2
61,2,3,28,27,61,60,2
61,18,3,31,27,61,52,2
61,5,3,37,27,61,60,2
79,10,5,38,27,61,79,2
63,8,3,39,27,61,63,2
61,8,2,45,27,61,43,2
67,5,3,46,27,61,67,2
80,5,3,51,27,61,80,2
110,5,6,54,27,61,110,3
77,0,5,55,27,61,77,2
72,8,6,55,27,61,72,2
66,8,3,66,27,61,58,2
61,8,3,22,28,61,41,2
61,2,2,25,28,61,54,2
61,2,5,26,28,61,60,2
61,5,3,28,28,61,48,2
61,20,3,31,28,61,48,2
61,5,3,34,28,61,38,2
61,5,3,35,28,61,53,2
61,5,5,35,28,61,49,2
63,5,3,44,28,61,63,2
71,8,3,44,28,61,71,2
92,2,6,57,28,61,92,2
145,8,6,76,28,61,145,3
61,5,3,19,30,61,40,2
61,2,3,27,30,61,29,2
61,2,3,28,30,61,57,2
61,8,3,29,30,61,42,2
66,5,3,36,30,61,66,2
61,12,3,36,30,61,58,2
61,2,5,37,30,61,61,2
61,2,3,38,30,61,60,2
68,8,5,40,30,61,68,2
61,5,3,42,30,61,60,2
86,2,5,48,30,61,86,2
70,2,5,52,30,61,70,2
72,8,5,55,30,61,72,2
61,5,3,25,32,61,60,2
66,5,3,38,32,61,66,2
61,10,2,39,32,61,48,2
61,5,3,39,32,61,59,2
67,2,3,40,32,61,67,2
70,5,5,40,32,61,70,2
84,5,5,43,32,61,84,2
90,2,6,44,32,61,90,2
62,5,5,47,32,61,62,2
89,2,5,48,32,61,89,2
75,5,3,50,32,61,75,2
100,20,7,51,32,61,100,2
61,8,5,21,33,61,38,2
61,5,2,22,33,61,37,2
61,5,5,28,33,61,55,2
61,15,5,29,33,61,60,2
61,2,3,31,33,61,57,2
66,2,6,32,33,61,66,2
61,8,3,35,33,61,58,2
69,8,3,36,33,61,69,2
70,5,5,37,33,61,70,2
61,5,2,39,33,61,45,2
67,8,5,41,33,61,67,2
61,10,3,43,33,61,45,2
61,2,5,46,33,61,61,2
69,2,5,55,33,61,69,2
79,5,6,59,33,61,79,2
105,8,6,69,33,61,105,3
93,5,5,70,33,61,93,2
117,8,6,75,33,61,117,3
61,5,3,22,35,61,44,2
61,12,2,24,35,61,39,2
61,2,3,25,35,61,56,2
65,5,3,33,35,61,65,2
61,8,5,38,35,61,60,2
61,42,3,39,35,61,61,2
66,5,5,46,35,61,66,2
73,2,5,47,35,61,73,2
126,5,6,56,35,61,126,3
80,5,3,67,35,61,80,2
128,20,7,69,35,61,128,3
61,8,3,28,37,61,35,2
61,5,3,29,37,61,59,2
61,5,3,31,37,61,53,2
65,12,5,34,37,61,65,2
82,10,3,41,37,61,82,2
66,20,3,45,37,61,66,2
71,10,5,47,37,61,71,2
69,50,6,48,37,61,69,2
86,8,5,57,37,61,86,2
131,8,6,66,37,61,131,3
109,22,6,77,37,61,109,3
61,2,2,19,38,61,32,2
61,5,3,20,38,61,26,2
66,5,5,31,38,61,66,2
62,18,5,38,38,61,62,2
64,5,5,50,38,61,64,2
71,22,3,53,38,61,71,2
75,8,5,57,38,61,75,2
98,20,6,61,38,61,98,2
120,2,6,72,38,61,120,3
69,12,5,39,40,61,69,2
68,10,3,48,40,61,68,2
69,5,6,51,40,61,69,2
61,5,3,54,40,61,57,2
123,2,7,56,40,61,123,3
61,8,3,26,42,61,44,2
61,2,5,27,42,61,40,2
61,5,3,29,42,61,53,2
62,2,3,34,42,61,62,2
61,8,5,40,42,61,61,2
73,2,5,41,42,61,73,2
61,5,3,48,42,61,58,2
69,8,3,49,42,61,69,2
116,2,6,50,42,61,116,3
87,5,6,54,42,61,87,2
131,5,6,68,42,61,131,3
61,8,5,34,43,61,49,2
64,8,5,41,43,61,64,2
78,5,3,59,43,61,78,2
102,5,6,61,43,61,102,3
91,5,6,63,43,61,91,2
87,5,3,87,43,61,81,2
61,5,6,19,45,61,41,2
66,2,5,27,45,61,66,2
61,12,5,29,45,61,59,2
61,12,5,31,45,61,54,2
72,18,3,50,45,61,72,2
116,5,6,59,45,61,116,3
75,2,5,60,45,61,75,2
110,8,6,65,45,61,110,3
61,8,5,19,47,61,54,2
61,8,3,22,47,61,34,2
61,2,5,26,47,61,55,2
61,12,5,30,47,61,42,2
73,5,6,44,47,61,73,2
61,8,3,45,47,61,59,2
61,12,5,48,47,61,59,2
86,5,7,50,47,61,86,2
99,5,6,58,47,61,99,2
119,8,7,65,47,61,119,3
104,42,6,73,47,61,104,3
61,5,3,20,48,61,27,2
61,5,5,26,48,61,35,2
61,2,5,27,48,61,41,2
84,5,5,50,48,61,84,2
66,5,5,58,48,61,66,2
107,5,5,65,48,61,107,3
61,5,6,28,50,61,55,2
65,2,3,31,50,61,65,2
81,2,5,37,50,61,81,2
98,10,6,58,51,61,98,2
110,10,8,62,51,61,110,3
91,5,7,66,51,61,91,2
61,2,5,21,52,61,43,2
61,5,3,27,52,61,38,2
70,2,5,40,52,61,70,2
69,5,5,42,52,61,69,2
74,8,5,47,52,61,74,2
113,18,6,50,52,61,113,3
91,2,5,51,52,61,91,2
96,2,6,51,52,61,96,2
83,8,6,52,52,61,83,2
76,18,7,56,52,61,76,2
118,5,7,63,52,61,118,3
79,0,5,79,52,61,60,2
63,10,6,42,53,61,63,2
83,2,7,50,53,61,83,2
64,10,3,59,53,61,64,2
111,8,6,64,53,61,111,3
94,8,6,67,53,61,94,2
61,5,6,45,54,61,61,2
66,10,6,48,54,61,66,2
64,5,6,29,55,61,64,2
61,5,6,29,55,61,34,2
69,5,6,31,55,61,69,2
76,5,6,32,55,61,76,2
61,8,8,36,55,61,58,2
69,5,5,51,55,61,69,2
64,2,5,52,55,61,64,2
83,5,5,56,55,61,83,2
90,2,5,59,55,61,90,2
100,8,7,60,55,61,100,2
61,5,6,24,56,61,52,2
72,5,6,49,56,61,72,2
61,5,5,19,57,61,41,2
94,10,5,48,57,61,94,2
95,2,7,49,57,61,95,2
90,15,9,60,61,61,90,2
81,5,8,47,62,61,81,2
65,10,6,41,65,61,61,2
64,0,3,9,2,64,11,2
64,2,2,21,2,64,42,2
64,5,2,36,2,64,53,2
64,5,2,13,3,64,17,2
64,2,1,22,3,64,28,2
64,0,1,12,5,64,19,2
64,2,1,21,5,64,24,2
64,2,2,22,5,64,47,2
64,2,1,28,5,64,26,2
64,2,3,32,5,64,61,2
64,2,2,39,5,64,40,2
64,8,2,45,5,64,46,2
79,0,2,79,5,64,58,2
64,2,2,17,7,64,41,2
64,2,2,18,7,64,43,2
64,0,2,31,7,64,42,2
64,5,2,40,7,64,34,2
64,5,1,15,8,64,36,2
64,2,2,15,8,64,14,2
64,2,2,20,8,64,27,2
64,2,2,21,8,64,24,2
64,2,2,22,8,64,56,2
64,2,2,22,8,64,48,2
64,0,3,28,8,64,63,2
64,2,3,30,8,64,59,2
69,2,3,46,8,64,69,2
64,5,2,18,10,64,31,2
64,10,2,18,10,64,25,2
64,2,3,19,10,64,23,2
64,8,2,20,10,64,46,2
64,8,2,20,10,64,43,2
64,2,2,25,10,64,47,2
64,2,2,26,10,64,59,2
64,5,2,30,10,64,54,2
64,5,3,33,10,64,64,2
64,2,2,36,10,64,27,2
64,2,2,46,10,64,57,2
77,2,3,47,10,64,77,2
64,5,1,56,10,64,54,2
71,2,2,71,10,64,62,2
64,2,1,7,12,64,15,2
64,2,2,13,12,64,18,2
64,2,2,21,12,64,60,2
64,12,3,23,12,64,46,2
64,2,3,25,12,64,52,2
78,2,3,35,12,64,78,2
64,2,3,41,12,64,52,2
64,2,1,15,13,64,33,2
64,2,1,18,13,64,35,2
64,5,1,19,13,64,27,2
64,0,2,23,13,64,53,2
64,2,2,24,13,64,46,2
64,5,2,24,13,64,46,2
64,2,1,25,13,64,51,2
64,2,2,29,13,64,53,2
64,0,2,31,13,64,64,2
64,2,2,40,13,64,49,2
74,2,3,61,13,64,74,2
68,2,2,68,13,64,58,2
89,2,2,79,13,64,89,2
64,2,2,17,15,64,36,2
64,2,3,18,15,64,34,2
64,5,2,22,15,64,48,2
64,2,2,24,15,64,42,2
64,10,3,25,15,64,55,2
64,2,2,27,15,64,35,2
64,5,3,27,15,64,57,2
64,5,2,30,15,64,56,2
64,5,2,33,15,64,56,2
71,2,2,34,15,64,71,2
72,0,3,42,15,64,72,2
64,5,2,45,15,64,55,2
111,5,5,53,15,64,111,3
117,2,6,53,15,64,117,3
126,2,6,56,15,64,126,3
87,5,2,66,15,64,87,2
64,5,2,17,17,64,22,2
64,5,2,17,17,64,31,2
64,8,1,23,17,64,43,2
64,2,2,23,17,64,45,2
64,5,2,23,17,64,41,2
64,5,3,23,17,64,49,2
64,2,2,25,17,64,39,2
64,2,2,26,17,64,34,2
64,5,3,26,17,64,32,2
64,2,2,29,17,64,56,2
64,8,2,29,17,64,32,2
64,5,2,32,17,64,49,2
64,8,3,32,17,64,58,2
64,2,2,34,17,64,50,2
70,2,3,40,17,64,70,2
69,15,5,44,17,64,69,2
64,2,3,46,17,64,58,2
64,2,2,47,17,64,51,2
96,5,3,57,17,64,96,2
74,8,3,58,17,64,74,2
64,0,3,19,18,64,32,2
64,10,2,25,18,64,56,2
64,2,2,26,18,64,29,2
64,5,3,27,18,64,44,2
64,2,2,29,18,64,22,2
64,0,2,32,18,64,48,2
64,5,3,32,18,64,53,2
64,5,3,32,18,64,58,2
64,2,2,33,18,64,49,2
64,2,2,34,18,64,54,2
64,5,2,37,18,64,52,2
64,2,3,37,18,64,55,2
64,5,3,39,18,64,63,2
64,5,3,41,18,64,64,2
64,5,2,43,18,64,64,2
106,5,6,49,18,64,106,3
91,8,6,51,18,64,91,2
117,2,6,55,18,64,117,3
64,2,2,14,20,64,23,2
64,2,2,19,20,64,30,2
64,0,3,25,20,64,44,2
64,5,2,26,20,64,53,2
64,2,2,28,20,64,33,2
64,5,3,28,20,64,55,2
64,2,2,31,20,64,46,2
64,5,2,36,20,64,49,2
86,5,5,36,20,64,86,2
75,5,3,37,20,64,75,2
64,10,5,38,20,64,54,2
87,5,5,41,20,64,87,2
70,5,2,44,20,64,70,2
64,2,3,48,20,64,52,2
80,5,5,48,20,64,80,2
79,2,5,49,20,64,79,2
70,5,5,50,20,64,70,2
76,8,5,50,20,64,76,2
64,8,2,18,22,64,37,2
64,12,3,19,22,64,16,2
64,10,2,20,22,64,41,2
64,2,2,21,22,64,53,2
64,10,2,22,22,64,39,2
64,2,3,24,22,64,49,2
64,5,3,25,22,64,53,2
64,5,3,34,22,64,62,2
64,8,3,37,22,64,59,2
64,5,2,39,22,64,64,2
74,5,5,39,22,64,74,2
64,5,2,41,22,64,42,2
64,5,2,42,22,64,57,2
64,5,3,44,22,64,58,2
64,8,3,45,22,64,62,2
82,5,6,45,22,64,82,2
64,8,2,51,22,64,50,2
111,2,6,51,22,64,111,3
75,8,5,53,22,64,75,2
149,5,5,86,22,64,149,3
64,2,2,21,23,64,36,2
64,2,2,23,23,64,44,2
64,2,3,27,23,64,53,2
64,5,3,28,23,64,48,2
64,12,3,28,23,64,52,2
86,5,2,38,23,64,86,2
65,5,3,41,23,64,65,2
64,5,3,41,23,64,57,2
64,5,5,41,23,64,64,2
75,10,6,47,23,64,75,2
76,10,3,50,23,64,76,2
72,2,3,51,23,64,72,2
87,5,5,52,23,64,87,2
68,0,3,53,23,64,68,2
99,5,6,57,23,64,99,2
115,8,5,71,23,64,115,3
141,10,5,72,23,64,141,3
64,0,2,17,25,64,34,2
64,10,2,22,25,64,35,2
64,2,5,25,25,64,61,2
64,2,5,31,25,64,46,2
64,5,3,32,25,64,61,2
68,8,6,41,25,64,68,2
103,8,6,48,25,64,103,3
80,10,6,50,25,64,80,2
102,2,6,53,25,64,102,3
64,10,2,54,25,64,48,2
64,2,3,54,25,64,50,2
110,5,5,64,25,64,110,3
114,5,5,66,25,64,114,3
69,0,5,69,25,64,50,2
84,8,3,70,25,64,84,2
115,10,6,70,25,64,115,3
64,2,3,18,27,64,40,2
64,5,3,20,27,64,49,2
64,10,5,20,27,64,38,2
64,5,3,25,27,64,46,2
64,2,2,27,27,64,48,2
64,2,2,27,27,64,40,2
64,5,3,27,27,64,53,2
64,8,2,30,27,64,43,2
65,5,5,34,27,64,65,2
64,8,5,35,27,64,64,2
64,5,2,37,27,64,57,2
76,2,3,37,27,64,76,2
64,5,3,39,27,64,39,2
64,2,5,39,27,64,58,2
69,10,5,47,27,64,69,2
76,8,3,48,27,64,76,2
79,8,5,49,27,64,79,2
95,5,6,52,27,64,95,2
106,8,6,52,27,64,106,3
67,12,6,54,27,64,67,2
90,8,5,59,27,64,90,2
149,5,7,68,27,64,149,3
101,5,5,69,27,64,101,3
64,2,3,12,28,64,22,2
64,5,3,27,28,64,59,2
64,5,3,30,28,64,63,2
64,2,3,33,28,64,48,2
80,5,5,33,28,64,80,2
64,8,2,34,28,64,51,2
68,5,3,35,28,64,68,2
64,2,2,37,28,64,43,2
64,8,3,37,28,64,56,2
64,10,3,37,28,64,60,2
64,5,3,38,28,64,57,2
64,2,3,40,28,64,58,2
69,15,3,43,28,64,69,2
112,10,6,70,28,64,112,3
107,15,5,74,28,64,107,3
64,15,2,19,30,64,38,2
64,2,3,20,30,64,35,2
64,2,3,21,30,64,28,2
64,2,3,25,30,64,49,2
67,2,3,37,30,64,67,2
90,2,3,41,30,64,90,2
84,5,3,42,30,64,84,2
84,8,6,49,30,64,84,2
77,8,5,53,30,64,77,2
67,5,5,64,30,64,67,2
73,5,3,73,30,64,65,2
103,5,5,73,30,64,103,3
64,2,3,22,32,64,32,2
64,8,5,33,32,64,40,2
64,10,6,40,32,64,57,2
78,8,5,42,32,64,78,2
80,12,6,42,32,64,80,2
67,2,5,43,32,64,67,2
73,8,2,44,32,64,73,2
71,20,5,46,32,64,71,2
74,5,5,52,32,64,74,2
64,15,3,20,33,64,32,2
64,2,3,24,33,64,40,2
64,5,3,27,33,64,38,2
64,0,5,30,33,64,53,2
65,10,5,40,33,64,65,2
70,5,3,55,33,64,70,2
95,8,5,61,33,64,95,2
64,12,5,21,35,64,60,2
64,2,3,24,35,64,39,2
64,5,3,26,35,64,52,2
64,15,3,33,35,64,57,2
64,2,5,33,35,64,64,2
78,8,5,46,35,64,78,2
87,5,5,56,35,64,87,2
64,2,3,24,37,64,32,2
64,2,2,25,37,64,40,2
64,5,5,27,37,64,44,2
64,2,3,31,37,64,41,2
64,5,5,37,37,64,57,2
64,12,5,46,37,64,60,2
74,2,5,49,37,64,74,2
64,2,5,49,37,64,60,2
76,5,3,55,37,64,76,2
64,5,3,56,37,64,49,2
96,12,7,57,37,64,96,2
99,10,5,62,37,64,99,2
79,8,5,66,37,64,79,2
91,35,5,67,37,64,91,2
119,5,6,67,37,64,119,3
64,15,6,28,38,64,61,2
64,8,5,31,38,64,57,2
64,2,3,34,38,64,53,2
64,5,5,47,38,64,60,2
105,30,6,62,38,64,105,3
112,5,6,66,38,64,112,3
120,8,6,66,38,64,120,3
123,8,5,75,38,64,123,3
64,5,5,21,40,64,57,2
64,5,3,30,40,64,52,2
67,8,3,38,40,64,67,2
71,2,5,39,40,64,71,2
64,5,3,53,40,64,60,2
64,5,3,54,40,64,55,2
95,8,6,59,40,64,95,2
66,12,5,61,40,64,66,2
127,5,7,74,40,64,127,3
64,2,5,29,42,64,58,2
64,2,5,29,42,64,57,2
64,10,2,38,42,64,39,2
68,2,3,44,42,64,68,2
69,5,3,52,42,64,69,2
99,12,3,57,42,64,99,2
70,12,3,60,42,64,70,2
81,5,5,63,42,64,81,2
77,15,5,68,42,64,77,2
64,2,3,17,43,64,29,2
64,5,5,24,43,64,49,2
71,8,6,34,43,64,71,2
64,8,5,39,43,64,56,2
89,25,6,39,43,64,89,2
81,2,5,43,43,64,81,2
68,5,3,49,43,64,68,2
65,2,5,59,43,64,65,2
64,5,5,63,43,64,61,2
97,18,6,69,43,64,97,2
69,5,1,25,45,64,69,2
77,5,7,39,45,64,77,2
140,2,7,66,45,64,140,3
64,2,5,13,47,64,20,2
64,15,5,24,47,64,46,2
67,12,5,36,47,64,67,2
92,10,5,63,47,64,92,2
64,8,7,26,48,64,56,2
64,15,5,32,48,64,62,2
79,5,5,55,48,64,79,2
110,5,6,57,48,64,110,3
102,5,5,66,48,64,102,3
64,2,6,30,50,64,44,2
119,5,6,63,50,64,119,3
89,5,6,55,51,64,89,2
97,8,5,57,51,64,97,2
85,5,5,85,51,64,68,2
64,5,5,26,52,64,43,2
65,8,3,34,52,64,65,2
70,5,5,43,52,64,70,2
75,5,5,48,52,64,75,2
82,8,7,50,52,64,82,2
94,5,3,94,52,64,69,2
65,5,5,33,53,64,65,2
124,5,6,71,53,64,124,3
64,2,6,33,54,64,42,2
71,8,6,45,54,64,71,2
64,5,6,22,55,64,51,2
64,5,7,33,55,64,58,2
64,8,5,44,55,64,64,2
83,5,6,49,55,64,83,2
82,5,6,62,55,64,82,2
64,5,5,35,56,64,53,2
70,10,3,37,56,64,70,2
64,12,8,41,56,64,62,2
72,5,6,48,56,64,72,2
64,2,7,28,57,64,59,2
65,5,8,34,57,64,65,2
69,15,6,35,57,64,69,2
76,2,6,41,57,64,76,2
64,15,6,52,57,64,64,2
117,18,6,65,57,64,117,3
64,2,5,40,58,64,55,2
70,10,8,41,60,64,70,2
79,5,8,42,60,64,79,2
114,5,8,69,60,64,114,3
102,8,6,75,60,64,102,3
71,5,6,43,61,64,71,2
70,28,8,44,62,64,70,2
64,5,7,23,64,64,58,2
67,5,9,45,67,64,55,2
67,0,1,12,0,67,14,2
67,2,1,18,0,67,19,2
67,0,2,7,2,67,6,2
67,2,1,13,2,67,15,2
67,2,2,24,2,67,40,2
67,2,2,8,3,67,6,2
67,2,1,9,3,67,6,2
67,2,2,17,3,67,32,2
67,2,2,20,3,67,38,2
67,2,2,30,3,67,48,2
67,0,2,42,3,67,37,2
67,0,1,52,3,67,37,2
67,2,1,7,5,67,6,2
67,0,2,18,7,67,35,2
67,5,2,19,7,67,37,2
67,2,1,27,7,67,47,2
67,2,1,27,7,67,46,2
73,0,1,63,7,67,73,2
67,0,1,20,8,67,25,2
67,2,2,29,8,67,28,2
67,8,2,34,8,67,43,2
67,2,5,34,8,67,60,2
67,8,1,36,8,67,41,2
67,2,3,37,8,67,65,2
72,5,3,41,8,67,72,2
67,0,1,49,8,67,36,2
67,2,2,19,10,67,48,2
67,2,2,31,10,67,59,2
67,2,2,31,10,67,47,2
67,2,2,31,10,67,,2
67,2,5,32,10,67,57,2
67,2,2,33,10,67,59,2
67,0,2,40,10,67,46,2
70,2,3,42,10,67,70,2
67,0,1,19,12,67,13,2
67,10,2,23,12,67,50,2
67,2,2,26,12,67,46,2
67,5,2,26,12,67,46,2
67,2,2,28,12,67,34,2
67,2,3,41,12,67,66,2
67,2,1,47,12,67,36,2
67,2,2,19,13,67,26,2
67,2,1,22,13,67,48,2
67,2,3,22,13,67,41,2
67,5,3,29,13,67,48,2
67,2,1,35,13,67,52,2
67,2,2,35,13,67,64,2
67,5,2,38,13,67,54,2
67,0,2,51,13,67,42,2
67,2,1,5,15,67,10,2
67,8,2,12,15,67,22,2
67,5,2,19,15,67,39,2
67,2,1,21,15,67,23,2
67,0,3,21,15,67,50,2
67,0,3,21,15,67,35,2
67,2,2,23,15,67,34,2
67,5,2,29,15,67,53,2
67,2,2,31,15,67,41,2
67,5,2,34,15,67,43,2
67,8,5,38,15,67,60,2
67,5,3,40,15,67,66,2
68,2,2,41,15,67,68,2
67,2,3,41,15,67,56,2
67,8,2,46,15,67,28,2
67,2,2,11,17,67,26,2
67,2,3,18,17,67,31,2
67,2,3,20,17,67,38,2
67,2,3,20,17,67,50,2
67,2,1,21,17,67,38,2
67,8,3,23,17,67,41,2
67,8,2,24,17,67,45,2
67,10,2,25,17,67,44,2
67,5,2,32,17,67,57,2
67,2,2,33,17,67,59,2
67,5,3,36,17,67,55,2
67,2,3,38,17,67,59,2
86,2,2,40,17,67,86,2
67,2,2,42,17,67,53,2
84,2,5,50,17,67,84,2
67,8,5,52,17,67,65,2
99,5,5,59,17,67,99,2
67,2,2,18,18,67,31,2
67,5,2,19,18,67,38,2
67,5,2,22,18,67,31,2
67,5,2,23,18,67,33,2
67,0,2,25,18,67,51,2
67,2,2,33,18,67,44,2
67,8,2,35,18,67,44,2
67,2,3,35,18,67,53,2
67,8,1,37,18,67,53,2
67,5,2,40,18,67,65,2
78,2,2,41,18,67,78,2
77,2,1,44,18,67,77,2
67,10,2,45,18,67,34,2
67,10,2,47,18,67,38,2
70,5,5,48,18,67,70,2
67,8,2,49,18,67,46,2
67,5,3,49,18,67,40,2
100,2,6,50,18,67,100,2
67,2,2,18,20,67,27,2
67,5,2,18,20,67,22,2
67,2,2,19,20,67,35,2
67,5,2,19,20,67,23,2
67,8,2,20,20,67,32,2
67,2,3,23,20,67,51,2
67,5,3,24,20,67,49,2
67,2,2,25,20,67,35,2
67,2,2,26,20,67,37,2
67,12,2,29,20,67,32,2
78,8,2,34,20,67,78,2
67,5,2,35,20,67,40,2
68,5,3,35,20,67,68,2
67,2,2,39,20,67,66,2
67,2,3,39,20,67,66,2
67,5,3,41,20,67,60,2
67,5,2,42,20,67,54,2
79,2,3,42,20,67,79,2
82,8,3,45,20,67,82,2
89,2,6,45,20,67,89,2
69,2,3,47,20,67,69,2
74,8,3,47,20,67,74,2
67,0,1,49,20,67,21,2
76,2,3,51,20,67,76,2
85,8,3,54,20,67,85,2
94,10,5,57,20,67,94,2
67,2,3,63,20,67,60,2
109,2,5,71,20,67,109,3
67,2,5,22,22,67,36,2
67,5,2,24,22,67,44,2
67,2,3,25,22,67,37,2
67,2,2,27,22,67,32,2
67,20,2,28,22,67,56,2
67,10,3,28,22,67,40,2
67,2,3,34,22,67,61,2
67,5,3,37,22,67,59,2
67,8,3,37,22,67,58,2
81,2,3,42,22,67,81,2
86,2,5,42,22,67,86,2
67,2,3,43,22,67,62,2
67,5,3,43,22,67,61,2
84,5,3,45,22,67,84,2
117,5,6,50,22,67,117,3
73,2,5,54,22,67,73,2
67,0,2,15,23,67,33,2
67,2,3,17,23,67,20,2
67,2,2,22,23,67,32,2
67,5,3,23,23,67,60,2
67,5,3,23,23,67,40,2
67,5,3,27,23,67,51,2
67,2,3,29,23,67,53,2
67,8,2,30,23,67,51,2
67,5,3,33,23,67,58,2
67,8,3,34,23,67,66,2
70,5,5,36,23,67,70,2
77,5,3,38,23,67,77,2
67,5,3,39,23,67,60,2
67,8,3,39,23,67,56,2
85,2,2,45,23,67,85,2
80,2,3,46,23,67,80,2
67,2,2,47,23,67,48,2
89,5,6,47,23,67,89,2
80,2,5,51,23,67,80,2
72,2,5,52,23,67,72,2
89,5,5,52,23,67,89,2
86,8,3,59,23,67,86,2
112,8,5,61,23,67,112,3
105,8,5,61,23,67,105,3
83,2,3,83,23,67,62,2
67,2,3,10,25,67,25,2
67,2,3,18,25,67,41,2
67,5,2,20,25,67,46,2
67,2,3,21,25,67,49,2
67,2,3,26,25,67,34,2
67,8,2,28,25,67,50,2
67,5,2,30,25,67,45,2
67,2,2,33,25,67,41,2
67,5,5,35,25,67,53,2
68,10,3,48,25,67,68,2
67,8,3,55,25,67,57,2
67,2,3,17,27,67,34,2
67,10,2,18,27,67,24,2
67,2,3,24,27,67,24,2
67,5,2,26,27,67,47,2
67,0,3,29,27,67,39,2
67,10,3,29,27,67,60,2
67,2,3,31,27,67,53,2
67,2,3,37,27,67,58,2
67,5,3,37,27,67,44,2
67,5,2,38,27,67,57,2
67,5,2,40,27,67,53,2
67,2,3,40,27,67,62,2
79,10,3,47,27,67,79,2
89,8,3,49,27,67,89,2
68,5,3,53,27,67,68,2
109,8,6,56,27,67,109,3
74,8,3,61,27,67,74,2
95,2,6,65,27,67,95,2
103,5,5,71,27,67,103,3
106,12,7,78,27,67,106,3
86,2,3,86,27,67,66,2
67,2,3,21,28,67,51,2
67,5,2,23,28,67,37,2
77,5,5,30,28,67,77,2
72,5,5,39,28,67,72,2
67,5,2,43,28,67,54,2
67,12,5,43,28,67,66,2
104,5,5,55,28,67,104,3
74,5,5,58,28,67,74,2
85,8,5,58,28,67,85,2
75,8,3,61,28,67,75,2
82,2,5,82,28,67,61,2
67,10,5,22,30,67,51,2
67,8,5,23,30,67,42,2
67,5,3,25,30,67,45,2
67,18,3,33,30,67,48,2
67,2,3,38,30,67,67,2
67,2,5,41,30,67,62,2
67,2,3,46,30,67,67,2
83,8,3,46,30,67,83,2
79,5,5,49,30,67,79,2
110,5,6,59,30,67,110,3
